资阳市 雁江区,512002
阜新市 阜新蒙古族自治县,210921
通化市 集安市,220582
福州市 闽清县,350124
阜新市 彰武县,210922
杭州市 余杭区,330110
南充市 顺庆区,511302
铁岭市 昌图县,211224
梅州市 大埔县,441422
黄山市 歙县,341021
阿勒泰地区 青河县,654325
北海市 银海区,450503
龙岩市 永定县,350822
韶关市 始兴县,440222
荆门市 沙洋县,420822
通化市 柳河县,220524
甘孜藏族自治州 德格县,513330
承德市 宽城满族自治县,130827
泰州市 高港区,321203
济宁市 曲阜市,370881
武威市 民勤县,620621
怀化市 麻阳苗族自治县,431226
重庆市 巴南区,500113
萍乡市 安源区,360302
晋中市 左权县,140722
西宁市 城东区,630102
乐山市 夹江县,511126
安康市 紫阳县,610924
上饶市 横峰县,361125
莆田市 仙游县,350322
湘潭市 岳塘区,430304
省直辖行政单位 昌江县,469031
防城港市 东兴市,450681
唐山市 迁安市,130283
肇庆市 德庆县,441226
洛阳市 宜阳县,410327
包头市 达尔罕茂明安联合旗,150223
重庆市 武隆县,500232
吉林市 昌邑区,220202
重庆市 永川市,500383
博尔塔拉蒙古自治州 温泉县,652723
泰安市 泰山区,370902
锦州市 义县,210727
保定市 涿州市,130681
唐山市 开平区,130205
陇南地区 宕昌县,622623
安康市 镇坪县,610927
黄石市 大冶市,420281
澳门特别行政区 澳门特别行政区,820000
牡丹江市 阳明区,231003
柳州市 柳城县,450222
邵阳市 双清区,430502
许昌市 禹州市,411081
邢台市 清河县,130534
泰州市 海陵区,321202
大庆市 龙凤区,230603
泸州市 古蔺县,510525
安庆市 枞阳县,340823
黄石市 下陆区,420204
怀化市 会同县,431225
呼伦贝尔市 牙克石市,150782
六盘水市 盘县,520222
重庆市 梁平县,500228
十堰市 郧西县,420322
大连市 沙河口区,210204
永州市 芝山区,431102
吉安市 泰和县,360826
滨州市 邹平县,371626
伊春市 伊春区,230702
衡阳市 蒸湘区,430408
迪庆藏族自治州 维西傈僳族自治县,533423
辽阳市 白塔区,211002
山南地区 错那县,542232
西安市 灞桥区,610111
菏泽市 郓城县,371725
忻州市 神池县,140927
长治市 沁县,140430
南通市 海安县,320621
昆明市 寻甸回族彝族自治县,530129
衡水市 阜城县,131128
贵阳市 小河区,520114
保定市 顺平县,130636
宣城市 宣州区,341802
肇庆市 四会市,441284
深圳市 罗湖区,440303
盘锦市 双台子区,211102
恩施土家族苗族自治州 宣恩县,422825
南通市 如东县,320623
呼伦贝尔市 新巴尔虎右旗,150727
柳州市 柳江县,450221
泉州市 洛江区,350504
安康市 汉滨区,610902
天水市 武山县,620524
阿里地区 札达县,542522
那曲地区 申扎县,542426
池州市 东至县,341721
漯河市 源汇区,411102
延边朝鲜族自治州 和龙市,222406
黔西南布依族苗族自治州 望谟县,522326
郴州市 资兴市,431081
山南地区 桑日县,542224
抚顺市 东洲区,210403
聊城市 阳谷县,371521
巢湖市 含山县,341423
通化市 二道江区,220503
桂林市 恭城瑶族自治县,450332
呼和浩特市 土默特左旗,150121
十堰市 郧县,420321
临夏回族自治州 康乐县,622922
自贡市 大安区,510304
永州市 宁远县,431126
绵阳市 涪城区,510703
大连市 中山区,210202
枣庄市 台儿庄区,370405
广安市 邻水县,511623
白城市 洮南市,220881
合肥市 庐阳区,340103
铜陵市 铜官山区,340702
丽江市 宁蒗彝族自治县,530724
定西市 渭源县,621123
六盘水市 水城县,520221
佳木斯市 抚远县,230833
阿勒泰地区 布尔津县,654321
乐山市 峨眉山市,511181
镇江市 扬中市,321182
恩施土家族苗族自治州 利川市,422802
怀化市 溆浦县,431224
丽水市 龙泉市,331181
武汉市 洪山区,420111
贺州市 钟山县,451122
宁德市 寿宁县,350924
廊坊市 三河市,131082
日喀则地区 江孜县,542323
昭通市 威信县,530629
鹤壁市 鹤山区,410602
宿迁市 宿豫县,321321
昆明市 禄劝彝族苗族自治县,530128
阿勒泰地区 富蕴县,654322
西安市 碑林区,610103
廊坊市 大厂回族自治县,131028
鄂尔多斯市 东胜区,150602
芜湖市 新芜区,340204
湘西土家族苗族自治州 泸溪县,433122
黄冈市 红安县,421122
天水市 甘谷县,620523
烟台市 莱州市,370683
绍兴市 新昌县,330624
北京市 怀柔区,110116
淮南市 谢家集区,340404
驻马店市 平舆县,411723
丽江市 古城区,530702
东营市 垦利县,370521
周口市 鹿邑县,411628
博尔塔拉蒙古自治州 精河县,652722
果洛藏族自治州 玛沁县,632621
四平市 梨树县,220322
安阳市 安阳县,410522
泰安市 宁阳县,370921
株洲市 天元区,430211
平顶山市 舞钢市,410481
抚州市 宜黄县,361026
咸阳市 武功县,610431
广州市 白云区,440111
德阳市 中江县,510623
海北藏族自治州 祁连县,632222
张家口市 张北县,130722
天津市 津南区,120112
石家庄市 晋州市,130183
临汾市 汾西县,141034
宜昌市 长阳土家族自治县,420528
乐山市 马边彝族自治县,511133
运城市 芮城县,140830
临夏回族自治州 和政县,622925
邵阳市 北塔区,430511
中卫市 海原县,640522
深圳市 福田区,440304
忻州市 岢岚县,140929
达州市 达县,511721
杭州市 临安市,330185
张家口市 阳原县,130727
赤峰市 林西县,150424
伊犁哈萨克自治州 昭苏县,654026
南京市 栖霞区,320113
晋中市 榆社县,140721
兰州市 安宁区,620105
玉溪市 红塔区,530402
百色市 右江区,451002
临汾市 吉县,141028
沈阳市 东陵区,210112
保定市 徐水县,130625
甘孜藏族自治州 康定县,513321
广州市 增城市,440183
衡阳市 衡南县,430422
六安市 霍邱县,341522
哈尔滨市 依兰县,230123
郑州市 新密市,410183
红河哈尼族彝族自治州 蒙自县,532522
省直辖行政单位 五家渠市,659004
衡水市 冀州市,131181
怒江傈僳族自治州 兰坪白族普米族自治县,533325
沈阳市 沈河区,210103
黔东南苗族侗族自治州 镇远县,522625
常德市 安乡县,430721
齐齐哈尔市 依安县,230223
宝鸡市 千阳县,610328
北京市 平谷区,110117
福州市 马尾区,350105
普洱市 江城哈尼族彝族自治县,530826
抚州市 广昌县,361030
和田地区 洛浦县,653224
信阳市 固始县,411525
临沂市 沂水县,371323
黔南布依族苗族自治州 都匀市,522701
湛江市 廉江市,440881
红河哈尼族彝族自治州 开远市,532502
邢台市 柏乡县,130524
广州市 从化市,440184
哈尔滨市 木兰县,230127
阜阳市 颍上县,341226
平顶山市 宝丰县,410421
来宾市 合山市,451381
张家口市 怀安县,130728
潮州市 饶平县,445122
陇南地区 礼县,622628
辽阳市 灯塔市,211081
哈尔滨市 道外区,230104
伊犁哈萨克自治州 尼勒克县,654028
桂林市 兴安县,450325
眉山市 彭山县,511422
延安市 洛川县,610629
沧州市 肃宁县,130926
伊犁哈萨克自治州 察布查尔锡伯自治县,654022
山南地区 洛扎县,542228
黔西南布依族苗族自治州 安龙县,522328
忻州市 宁武县,140925
杭州市 江干区,330104
肇庆市 封开县,441225
丽江市 永胜县,530722
昭通市 昭阳区,530602
廊坊市 安次区,131002
武汉市 黄陂区,420116
烟台市 莱山区,370613
漳州市 龙文区,350603
常德市 澧县,430723
济宁市 嘉祥县,370829
韶关市 乐昌市,440281
沧州市 吴桥县,130928
宿州市 墉桥区,341302
平凉市 崇信县,620823
梅州市 兴宁市,441481
长治市 郊区,140411
张掖市 肃南裕固族自治县,620721
六安市 寿县,341521
济南市 市中区,370103
深圳市 宝安区,440306
黔西南布依族苗族自治州 兴义市,522301
湛江市 坡头区,440804
榆林市 靖边县,610824
孝感市 孝南区,420902
黄南藏族自治州 同仁县,632321
莆田市 涵江区,350303
酒泉市 阿克塞哈萨克族自治县,620924
厦门市 思明区,350203
桂林市 灵川县,450323
红河哈尼族彝族自治州 泸西县,532527
青岛市 四方区,370205
阿勒泰地区 吉木乃县,654326
长治市 黎城县,140426
黔东南苗族侗族自治州 从江县,522633
邢台市 广宗县,130531
绍兴市 越城区,330602
庆阳市 环县,621022
铜仁地区 铜仁市,522201
崇左市 宁明县,451422
凉山彝族自治州 会东县,513426
保定市 易县,130633
重庆市 九龙坡区,500107
湘潭市 韶山市,430382
沈阳市 新城子区,210113
朔州市 朔城区,140602
抚州市 资溪县,361028
北京市 崇文区,110103
厦门市 翔安区,350213
香港特别行政区 香港特别行政区,810000
德阳市 广汉市,510681
鹤岗市 南山区,230404
红河哈尼族彝族自治州 个旧市,532501
安庆市 望江县,340827
延边朝鲜族自治州 安图县,222426
张家界市 永定区,430802
本溪市 溪湖区,210503
遵义市 道真仡佬族苗族自治县,520325
雅安市 雨城区,511802
扬州市 江都市,321088
西安市 长安区,610116
铜仁地区 松桃苗族自治县,522229
成都市 新津县,510132
大连市 金州区,210213
遂宁市 射洪县,510922
三亚市 三亚,460200
达州市 万源市,511781
长春市 榆树市,220182
盘锦市 盘山县,211122
丽江市 华坪县,530723
邢台市 桥西区,130503
合肥市 蜀山区,340104
宜春市 樟树市,360982
呼和浩特市 玉泉区,150104
呼伦贝尔市 新巴尔虎左旗,150726
太原市 晋源区,140110
阳泉市 平定县,140321
无锡市 惠山区,320206
上饶市 余干县,361127
泰安市 东平县,370923
拉萨市 墨竹工卡县,540127
邢台市 南宫市,130581
晋中市 榆次区,140702
北京市 房山区,110111
鄂尔多斯市 鄂托克前旗,150623
临沧市 镇康县,530924
防城港市 防城区,450603
湖北省辖市区 仙桃市,429004
南宁市 邕宁县,450121
临汾市 大宁县,141030
齐齐哈尔市 龙江县,230221
恩施土家族苗族自治州 巴东县,422823
榆林市 子洲县,610831
拉萨市 当雄县,540122
晋中市 寿阳县,140725
牡丹江市 西安区,231005
潮州市 潮安县,445121
大连市 瓦房店市,210281
台州市 路桥区,331004
南平市 光泽县,350723
长春市 双阳区,220112
怀化市 新晃侗族自治县,431227
黔东南苗族侗族自治州 黄平县,522622
伊春市 友好区,230704
绥化市 兰西县,231222
保定市 清苑县,130622
晋中市 祁县,140727
昌吉回族自治州 米泉市,652303
吉安市 吉水县,360822
雅安市 宝兴县,511827
张掖市 山丹县,620725
铜仁地区 德江县,522227
伊春市 西林区,230705
内江市 东兴区,511011
天津市 河北区,120105
白银市 景泰县,620423
枣庄市 滕州市,370481
永州市 双牌县,431123
伊春市 铁力市,230781
黄石市 黄石港区,420202
唐山市 滦县,130223
贵港市 港北区,450802
马鞍山市 雨山区,340504
黄石市 西塞山区,420203
临夏回族自治州 临夏县,622921
吉林市 丰满区,220211
池州市 贵池区,341702
怀化市 靖州苗族侗族自治县,431229
哈密地区 伊吾县,652223
舟山市 普陀区,330903
桂林市 临桂县,450322
松原市 长岭县,220722
邯郸市 峰峰矿区,130406
六安市 裕安区,341503
运城市 万荣县,140822
上海市 虹口区,310109
忻州市 代县,140923
黄冈市 团风县,421121
伊春市 乌伊岭区,230714
承德市 双桥区,130802
乌鲁木齐市 天山区,650102
宝鸡市 渭滨区,610302
许昌市 魏都区,411002
林芝地区 朗县,542627
云浮市 罗定市,445381
南阳市 社旗县,411327
黔东南苗族侗族自治州 榕江县,522632
绵阳市 三台县,510722
南京市 高淳县,320125
南平市 浦城县,350722
九江市 瑞昌市,360481
遵义市 凤冈县,520327
泉州市 石狮市,350581
威海市 环翠区,371002
海口市 琼山区,460107
洛阳市 廛河回族区,410304
四平市 铁东区,220303
省直辖行政单位 中沙群岛的岛礁及其海域,469039
巴彦淖尔市 杭锦后旗,150826
蚌埠市 郊区,340311
开封市 顺河回族区,410203
榆林市 神木县,610821
延安市 子长县,610623
遂宁市 安居区,510904
保定市 博野县,130637
淮南市 田家庵区,340403
西宁市 大通回族土族自治县,630121
大同市 大同县,140227
兰州市 红古区,620111
那曲地区 那曲县,542421
钦州市 浦北县,450722
银川市 灵武市,640181
张掖市 甘州区,620702
西宁市 城中区,630103
龙岩市 连城县,350825
大庆市 红岗区,230605
洛阳市 洛龙区,410307
伊犁哈萨克自治州 巩留县,654024
山南地区 加查县,542229
延边朝鲜族自治州 图们市,222402
上海市 卢湾区,310103
泸州市 合江县,510522
阿里地区 措勤县,542527
遵义市 湄潭县,520328
遵义市 汇川区,520303
包头市 青山区,150204
赤峰市 宁城县,150429
泉州市 鲤城区,350502
泉州市 泉港区,350505
鞍山市 台安县,210321
吴忠市 盐池县,640323
宜春市 宜丰县,360924
昌都地区 左贡县,542128
汕尾市 陆丰市,441581
淮安市 清浦区,320811
吐鲁番地区 吐鲁番市,652101
长治市 壶关县,140427
玉溪市 易门县,530425
延安市 宝塔区,610602
包头市 固阳县,150222
大庆市 肇州县,230621
潍坊市 坊子区,370704
武汉市 新洲区,420117
毕节地区 大方县,522422
娄底市 涟源市,431382
郴州市 苏仙区,431003
石家庄市 鹿泉市,130185
阿里地区 革吉县,542525
甘孜藏族自治州 甘孜县,513328
云浮市 新兴县,445321
苏州市 平江区,320503
绵阳市 江油市,510781
哈尔滨市 南岗区,230103
邯郸市 魏县,130434
保定市 定兴县,130626
省直辖行政单位 保亭县,469035
保定市 曲阳县,130634
厦门市 同安区,350212
滨州市 无棣县,371623
平凉市 泾川县,620821
昌都地区 丁青县,542125
重庆市 渝北区,500112
丹东市 凤城市,210682
九江市 庐山区,360402
宜昌市 宜都市,420581
上海市 松江区,310117
伊春市 汤旺河区,230712
平凉市 崆峒区,620802
杭州市 桐庐县,330122
张家口市 桥东区,130702
乌鲁木齐市 达坂城区,650107
贺州市 八步区,451102
厦门市 集美区,350211
林芝地区 墨脱县,542624
宜昌市 西陵区,420502
襄樊市 谷城县,420625
抚顺市 抚顺县,210421
昆明市 嵩明县,530127
凉山彝族自治州 甘洛县,513435
普洱市 墨江哈尼族自治县,530822
忻州市 静乐县,140926
淄博市 淄川区,370302
郑州市 巩义市,410181
上海市 宝山区,310113
遵义市 习水县,520330
保定市 容城县,130629
果洛藏族自治州 达日县,632624
甘南藏族自治州 卓尼县,623022
枣庄市 山亭区,370406
白城市 通榆县,220822
龙岩市 漳平市,350881
焦作市 沁阳市,410882
重庆市 巫溪县,500238
无锡市 宜兴市,320282
吉安市 峡江县,360823
玉溪市 新平彝族傣族自治县,530427
洛阳市 西工区,410303
保定市 高碑店市,130684
柳州市 柳南区,450204
宜春市 高安市,360983
重庆市 酉阳土家族苗族自治县,500242
南京市 下关区,320107
三明市 建宁县,350430
成都市 青羊区,510105
赤峰市 元宝山区,150403
咸阳市 礼泉县,610425
丹东市 东港市,210681
文山壮族苗族自治州 麻栗坡县,532624
黔南布依族苗族自治州 三都水族自治县,522732
邢台市 沙河市,130582
清远市 清城区,441802
松原市 前郭尔罗斯蒙古族自治县,220721
锦州市 北宁市,210782
宜宾市 江安县,511523
鄂尔多斯市 杭锦旗,150625
邯郸市 涉县,130426
安庆市 桐城市,340881
昌都地区 边坝县,542133
通化市 梅河口市,220581
绥化市 绥棱县,231226
常州市 金坛市,320482
三门峡市 义马市,411281
雅安市 荥经县,511822
昌吉回族自治州 木垒哈萨克自治县,652328
辽阳市 弓长岭区,211005
阜阳市 阜南县,341225
龙岩市 新罗区,350802
湘西土家族苗族自治州 吉首市,433101
滁州市 定远县,341125
曲靖市 宣威市,530381
邢台市 内丘县,130523
朝阳市 凌源市,211382
北海市 海城区,450502
肇庆市 高要市,441283
广安市 武胜县,511622
林芝地区 察隅县,542626
益阳市 赫山区,430903
伊春市 美溪区,230708
沧州市 泊头市,130981
漳州市 诏安县,350624
金华市 义乌市,330782
玉溪市 元江哈尼族彝族傣族自治县,530428
白银市 白银区,620402
临汾市 永和县,141032
自贡市 自流井区,510302
呼伦贝尔市 鄂温克族自治旗,150724
百色市 靖西县,451025
柳州市 融安县,450224
青岛市 莱西市,370285
张家口市 沽源县,130724
菏泽市 东明县,371728
资阳市 安岳县,512021
河池市 环江毛南族自治县,451226
沧州市 献县,130929
芜湖市 鸠江区,340207
孝感市 安陆市,420982
宜春市 万载县,360922
吴忠市 同心县,640324
郑州市 新郑市,410184
张家口市 下花园区,130706
阿坝藏族羌族自治州 若尔盖县,513232
湖北省辖市区 潜江市,429005
丽水市 云和县,331125
怀化市 中方县,431221
西安市 阎良区,610114
眉山市 仁寿县,511421
日喀则地区 拉孜县,542326
徐州市 云龙区,320303
唐山市 丰润区,130208
鸡西市 恒山区,230303
荆州市 公安县,421022
葫芦岛市 兴城市,211481
南昌市 湾里区,360105
大理白族自治州 洱源县,532930
湛江市 霞山区,440803
嘉兴市 秀洲区,330411
武汉市 汉阳区,420105
曲靖市 师宗县,530323
滨州市 滨城区,371602
阜新市 海州区,210902
沧州市 任丘市,130982
七台河市 桃山区,230903
朔州市 山阴县,140621
怀化市 辰溪县,431223
南通市 通州区,320612
阜阳市 颍东区,341203
九江市 永修县,360425
深圳市 盐田区,440308
汉中市 南郑县,610721
邢台市 新河县,130530
菏泽市 鄄城县,371726
福州市 永泰县,350125
萍乡市 芦溪县,360323
榆林市 吴堡县,610829
连云港市 灌云县,320723
南平市 政和县,350725
石家庄市 正定县,130123
安庆市 太湖县,340825
太原市 万柏林区,140109
西双版纳傣族自治州 勐海县,532822
河源市 源城区,441602
黄冈市 麻城市,421181
海西蒙古族藏族自治州 都兰县,632822
白银市 平川区,620403
雅安市 芦山县,511826
绥化市 肇东市,231282
榆林市 清涧县,610830
大庆市 大同区,230606
宿迁市 泗阳县,321323
巢湖市 无为县,341422
和田地区 皮山县,653223
成都市 武侯区,510107
牡丹江市 宁安市,231084
淮南市 潘集区,340406
吉安市 万安县,360828
济南市 槐荫区,370104
承德市 承德县,130821
衡阳市 珠晖区,430405
鞍山市 立山区,210304
南宁市 武鸣县,450122
宜宾市 翠屏区,511502
郑州市 惠济区,410108
阿坝藏族羌族自治州 茂县,513223
临沧市 耿马傣族佤族自治县,530926
江门市 鹤山市,440784
宁德市 屏南县,350923
百色市 德保县,451024
塔城地区 乌苏市,654202
焦作市 武陟县,410823
邵阳市 新邵县,430522
赤峰市 巴林右旗,150423
崇左市 天等县,451425
石家庄市 行唐县,130125
长春市 朝阳区,220104
吐鲁番地区 鄯善县,652122
伊春市 乌马河区,230711
烟台市 栖霞市,370686
重庆市 城口县,500229
邵阳市 新宁县,430528
洛阳市 嵩县,410325
临沂市 费县,371325
南昌市 新建县,360122
资阳市 简阳市,512081
三门峡市 湖滨区,411202
荆州市 监利县,421023
东营市 东营区,370502
攀枝花市 仁和区,510411
濮阳市 华龙区,410902
扬州市 邗江区,321003
晋城市 高平市,140581
阜新市 太平区,210904
九江市 修水县,360424
阿勒泰地区 阿勒泰市,654301
珠海市 斗门区,440403
宝鸡市 陇县,610327
阿坝藏族羌族自治州 马尔康县,513229
河源市 龙川县,441622
泰安市 岱岳区,370903
泉州市 丰泽区,350503
榆林市 榆阳区,610802
连云港市 赣榆县,320721
和田地区 民丰县,653227
延安市 黄陵县,610632
黔南布依族苗族自治州 平塘县,522727
桂林市 灌阳县,450327
淮安市 楚州区,320803
攀枝花市 东区,510402
徐州市 新沂市,320381
芜湖市 南陵县,340223
上饶市 婺源县,361130
资阳市 乐至县,512022
宿州市 砀山县,341321
广元市 元坝区,510811
云浮市 云安县,445323
廊坊市 文安县,131026
达州市 通川区,511702
昌都地区 昌都县,542121
汕头市 濠江区,440512
鄂尔多斯市 乌审旗,150626
长治市 长治县,140421
三门峡市 卢氏县,411224
铁岭市 银州区,211202
韶关市 武江区,440203
乌兰察布市 卓资县,150921
晋中市 和顺县,140723
省直辖行政单位 五指山市,469001
大连市 长海县,210224
平凉市 静宁县,620826
佳木斯市 向阳区,230803
烟台市 海阳市,370687
省直辖行政单位 阿拉尔市,659002
白银市 会宁县,620422
德宏傣族景颇族自治州 梁河县,533122
石家庄市 长安区,130102
廊坊市 香河县,131024
北京市 海淀区,110108
上海市 奉贤区,310120
牡丹江市 林口县,231025
玉林市 玉州区,450902
九江市 浔阳区,360403
日照市 五莲县,371121
喀什地区 疏附县,653121
普洱市 西盟佤族自治县,530829
泉州市 惠安县,350521
喀什地区 喀什市,653101
省直辖行政单位 琼中县,469036
巴音郭楞蒙古自治州 焉耆回族自治县,652826
玉溪市 峨山彝族自治县,530426
金华市 婺城区,330702
百色市 田东县,451022
牡丹江市 穆棱市,231085
三明市 明溪县,350421
昭通市 巧家县,530622
钦州市 灵山县,450721
甘南藏族自治州 临潭县,623021
那曲地区 嘉黎县,542422
防城港市 港口区,450602
株洲市 炎陵县,430225
太原市 尖草坪区,140108
青岛市 市南区,370202
桂林市 资源县,450329
拉萨市 城关区,540102
营口市 站前区,210802
广州市 芳村区,440107
青岛市 市北区,370203
定西市 岷县,621126
茂名市 信宜市,440983
衢州市 常山县,330822
南京市 白下区,320103
渭南市 白水县,610527
海口市 龙华区,460106
